ticker,day,norm_0930,norm_0945,norm_1000,norm_1015,norm_1030,norm_1045,norm_1100,norm_1115,norm_1130,norm_1145,min_to_max_percent
AAPL,2023-01-06,0.0,0.28522336769759427,0.6237113402061856,0.4828178694158085,0.7147766323024057,0.8384879725085913,0.8281786941580754,0.7817869415807589,0.8178694158075596,1.0,2.3285588541249873
AAPL,2023-01-09,0.0,0.44673857691772373,0.49997685292346844,0.7013564186843139,0.7800564788667202,0.7823711865191416,1.0,0.9420860145363625,0.8888477385306178,0.8772742002684977,1.6483021747424644
AAPL,2023-01-11,0.001345704370002285,0.0,0.3413131241589514,0.8087683263687363,0.2917345421063829,0.42276365181670367,0.5382817479991627,0.5714993979743689,0.8193923082371308,1.0,1.0787901107977598
AAPL,2023-01-23,0.0,0.15363128491620376,0.10949720670390908,0.32053072625698437,0.42737430167597645,0.529385474860338,0.7905027932960901,0.8435754189944134,0.9357541899441292,1.0,2.569623887453354
AAPL,2023-01-27,0.0,0.3215577889447279,0.5507035175879373,0.6884422110552755,0.4371859296482415,0.31155778894472447,0.42703517587938883,0.5979899497487399,0.9195979899497365,1.0,1.3813688740802508
AAPL,2023-02-03,0.0,0.33770778652668515,0.6226771653543326,0.8573928258967634,0.9291338582677163,0.7786526684164504,0.8328958880140012,0.9050043744531929,1.0,0.7699037620297469,3.776764472640764
AAPL,2023-02-13,0.0,0.28914438502674544,0.30213903743316833,0.42245989304813825,0.25668449197861876,0.5240641711230031,0.673796791443859,0.8033689839572278,1.0,0.951871657754009,1.2331838565022453
AAPL,2023-02-16,0.0,0.023579936796045753,0.03978607892389769,0.5664856980795692,0.5178672716959674,0.8906085406369073,0.8338870431893795,0.971558220565594,1.0,0.8257839721254305,0.8010988575853719
AAPL,2023-03-13,0.0,0.5071226523279234,0.5453224943299115,0.5351545577329806,0.5708315282485165,0.7163680844015197,0.8474299839453616,0.9709232690298394,1.0,0.9836650442139608,2.638050420168074
AAPL,2023-03-16,0.0,0.23408239700374642,0.25468164794007864,0.26217228464419173,0.38202247191011796,0.5835205992509364,0.636704119850186,0.6853932584269742,0.9363295880149857,1.0,1.7504753163312052
AAPL,2023-03-20,0.04641154381671076,0.0,0.19830386903506306,0.37411923547529563,0.4767731319353636,0.7383232774988447,0.6792962322264879,1.0,0.9219020294502431,0.7657904729758295,1.534442574129211
AAPL,2023-04-06,0.0,0.1651583710407275,0.37556561085973283,0.4524886877828038,0.4321266968325833,0.4316289592760185,0.7104072398189989,0.865067873303164,0.9954751131221761,1.0,1.3615081320847757
AAPL,2023-04-13,0.0,0.14033556396082142,0.6497914848220346,0.6767529822519773,0.5334109203762906,0.42187954611580875,0.5598874987876932,0.6691882455630013,0.8195131413054162,1.0,0.6335873171930568
AAPL,2023-04-19,0.04195804195804335,0.0,0.09090909090908729,0.3356643356643269,0.7097902097902168,0.5384615384615431,0.7190209790209744,0.6853146853146749,0.9790209790209783,1.0,0.860616273471357
AAPL,2023-04-27,0.5006209251785145,0.0,0.4269636758770602,0.6480906550760573,0.8654144675566502,0.6241850357031928,1.0,0.9856411052468046,0.9624340266997716,0.9846321018317268,0.7788659170596205
AAPL,2023-05-08,0.0,0.18673443879676224,0.5250395800349996,0.6750270810765862,0.3647196066994497,0.7583534705441264,0.8665944504624606,0.5505374552120622,0.9000916590284126,1.0,0.6954686459600359
AAPL,2023-05-11,0.5275524475524583,0.0,0.2587412587412459,0.27972027972026803,0.37769230769231016,0.6713286713286671,0.9238461538461686,1.0,0.8426573426573443,0.9230769230769322,0.830092296975665
AAPL,2023-05-18,0.0,0.15270935960591236,0.2857142857142917,0.43842364532019007,0.4137931034482773,0.7463054187192046,0.7512315270935984,0.9261083743842337,1.0,0.9978817733990145,1.174904502835977
AAPL,2023-06-01,0.08810572687224129,0.0,0.40528634361232746,0.3480176211453694,0.7312775330396428,0.7224669603524136,0.9118942731277462,0.9559471365638669,0.9251101321585836,1.0,1.280243641080599
AAPL,2023-06-08,0.315170616400988,0.0,0.1454027516819087,0.36971937693193213,0.47887750772774584,0.7576216740408629,0.7333777804715429,0.8358688405357996,0.9010243045033063,1.0,0.9276397166310435
AAPL,2023-06-22,0.0,0.24664473684210142,0.31249999999999417,0.4638157894736893,0.27953947368421395,0.5690789473684232,0.8618421052631536,0.779605263157891,1.0,0.8388157894736823,0.8213330451463055
AAPL,2023-06-23,0.179505190041358,0.0,0.3668149535627905,0.42925154140327537,0.7804573480059391,0.7726527745258869,0.6868024662452229,0.6243658784047602,0.913135097166939,1.0,0.6915479274611331
AAPL,2023-06-28,0.23588039867110913,0.122923588039869,0.0,0.29568106312292,0.5676411960132874,0.7726245847176132,0.7947508305647873,0.6910299003322227,1.0,0.9351495016611294,0.800638382763663
AAPL,2023-07-26,0.0,0.10317460317460031,0.3531746031746003,0.36507936507935146,0.8425396825396875,0.7068253968253844,0.5634920634920513,0.5714285714285746,0.790476190476181,1.0,0.6510954940057828
AAPL,2023-07-28,0.0,0.3036437246963599,0.4008097165991988,0.2793522267206502,0.32388663967612186,0.3603238866396749,0.543724696356266,0.7489878542510073,0.9919838056680261,1.0,0.6324414287543132
