ticker,day,norm_0930,norm_0945,norm_1000,norm_1015,norm_1030,norm_1045,norm_1100,norm_1115,norm_1130,norm_1145,min_to_max_percent
AAPL,2023-01-03,1.0,0.4260768108896448,0.22800194457948528,0.1395235780262497,0.11813320369469896,0.16577540106951769,0.01643169664559876,0.11716091395235662,0.043461351482739496,0.0,4.122492334208457
AAPL,2023-02-08,1.0,0.6998191681735957,0.6455696202531701,0.5226039783001859,0.5005063291139255,0.5953707052441276,0.39960216998192005,0.19168173598553284,0.0,0.2585895117540686,1.824901824901835
AAPL,2023-02-23,1.0,0.9318181818181918,0.6681818181818211,0.599954545454544,0.39545454545454956,0.20454545454545042,0.2522727272727317,0.12727272727272845,0.0,0.004545454545450435,1.4912221243136912
AAPL,2023-03-27,1.0,0.9879901457606338,0.8468486963662555,0.7647300349004388,0.7082221309792638,0.6777355779100878,0.674912748922194,0.5428556764524817,0.31820981318004876,0.0,1.2297399646553853
AAPL,2023-04-03,1.0,0.8685491723466479,1.0,0.9123661148977837,0.9269717624148105,0.3670886075949507,0.036027263875371585,0.20155793573514733,0.0,0.10418695228821878,0.6246084793489881
AAPL,2023-04-05,1.0,0.9651723937438228,0.8604570033141405,0.6744578173149599,0.3865922437350953,0.19181347752775255,0.4122914122914006,0.18599918599918058,0.09297052154194645,0.0,1.05541172348323
AAPL,2023-04-24,0.9731490308229954,0.8897362567524607,0.8023514458214275,1.0,0.1271051795360626,0.0,0.10327295837304944,0.11121703209406887,0.03177629488403258,0.06752462662854102,0.7673738112655499
AAPL,2023-04-25,1.0,0.868131868131882,0.3920146520146575,0.34798534798534875,0.23076923076923236,0.26007326007325626,0.4652014652014651,0.26007326007325626,0.10989010989009479,0.0,0.8279501410244628
AAPL,2023-05-02,0.8738317757009306,1.0,0.6962616822429901,0.5046728971962641,0.35046728971962376,0.2990654205607525,0.2285046728971967,0.0873364485981342,0.11915887850466995,0.0,1.2766211298693642
AAPL,2023-05-03,0.7629516610028397,1.0,0.5756293779041416,0.5340869685831077,0.5201470282266439,0.2184617518551889,0.1872529301615989,0.0,0.08988140647757142,0.4240238574103624,0.8516330990490839
AAPL,2023-05-12,1.0,0.7500000000000148,0.39583333333333703,0.34374999999999073,0.5,0.4374999999999963,0.3020833333333315,0.1249999999999778,0.0,0.3177083333333176,0.5569737758180433
AAPL,2023-07-05,1.0,0.6525000000000034,0.6199500000000029,0.7099999999999937,0.7699499999999944,0.7149500000000018,0.4149499999999904,0.2524999999999977,0.1599999999999966,0.0,1.0475043209553239
AAPL,2023-07-12,1.0,0.8280068797248179,0.8200071997120143,0.6840126394944203,0.636014559417621,0.4119835206591782,0.332026718931241,0.35602575896964067,0.07603695852166031,0.0,1.3253293709337075
AAPL,2023-07-24,1.0,0.3973509933774821,0.4569536423841072,0.5430463576158928,0.27761589403972975,0.3112582781456965,0.4503311258278218,0.23841059602650053,0.0,0.1390728476821253,0.7827484319112492
AAPL,2023-08-09,1.0,0.7701863354037258,0.9254037267080703,0.7897515527950263,0.5341614906832337,0.24534161490683656,0.11801242236026369,0.03726708074534271,0.003105590062126604,0.0,0.9074512456318419
AAPL,2023-08-17,1.0,0.6422594142259437,0.22175732217573396,0.27196652719665665,0.04602510460250454,0.0,0.05230125523012582,0.07531380753138403,0.18200836820083882,0.2259414225941402,1.3728531219484097
AAPL,2023-08-24,1.0,0.9269258874658675,0.6134764047536647,0.3046421291488701,0.06926656667050571,0.1096496288604285,0.19041575324025226,0.19810776508595443,0.09234260220760132,0.0,1.4639386655811402
AAPL,2023-09-06,1.0,0.8832866479925301,0.17678182384065147,0.14565826330531909,0.22346716464363234,0.09859943977591075,0.0,0.10208527855586791,0.1305944600062258,0.13943355119825968,1.7490283176013293
AAPL,2023-09-12,1.0,0.7631999999999971,0.7215999999999986,0.385600000000004,0.145600000000004,0.0,0.019200000000000727,0.11359999999999673,0.20399999999999635,0.1072320000000036,1.7720944739005924
AAPL,2023-09-20,0.9578947368421031,1.0,0.3438596491227976,0.417543859649127,0.6842105263157937,0.31228070175438494,0.21473684210525393,0.0,0.13684210526315474,0.3964912280701786,0.8051529790660128
AAPL,2023-10-13,1.0,0.9961089494163349,0.7665369649805464,0.7470817120622539,0.660972762645906,0.3949416342412409,0.3297665369649801,0.22568093385213447,0.20622568093384208,0.0,1.4388891999328106
AAPL,2023-10-20,0.9455123896581076,1.0,0.6810951292736557,0.6139266030380492,0.35851592956042033,0.22184881480486188,0.2778599274096029,0.0,0.09862436707442901,0.345073262535282,1.290970839920651
AAPL,2023-10-26,1.0,0.7540603248259857,0.607888631090488,0.48723897911832786,0.4454988399071902,0.4071925754060312,0.19025522041763174,0.09039443155452466,0.0,0.16431554524362058,2.58765609990394
AAPL,2023-11-16,0.9705882352941108,1.0,0.7353529411764774,0.6443529411764654,0.3117647058823557,0.27352941176470974,0.2205882352941191,0.01176470588234232,0.0,0.17647058823528528,0.8995184930419539
AAPL,2023-11-21,0.9248271023353549,0.979953893956089,1.0,0.5063646386689361,0.5790317730780674,0.40613410844943787,0.0,0.09992983862885826,0.15305201964519263,0.3804750927132477,0.5255414625718341
AAPL,2023-11-29,1.0,0.9889154531623587,0.5324929363181967,0.5216257335361874,0.45370571614866356,0.5460769397957046,0.2934144751141141,0.09639208867637697,0.048902412519019015,0.0,0.9690395956192169
AAPL,2023-11-30,1.0,0.7481780120949095,0.6900294619320797,0.45425647387190854,0.387657001085444,0.40316328112884764,0.23336951465342776,0.18607536052099813,0.09427818266398061,0.0,0.6851891202719854
AAPL,2023-12-04,0.8151260504201607,0.981624649859939,1.0,0.2885154061624579,0.2128851540616225,0.21568627450979924,0.0,0.18207282913164663,0.1372549019607712,0.40061624649858807,0.9512643555650279
AAPL,2023-12-14,0.8664207111506856,0.8918643852172157,1.0,0.631066726035233,0.7678264741428613,0.8409770370841556,0.29075758539532803,0.35754722981999426,0.24311430570575038,0.0,0.7948011581518338
AAPL,2023-12-21,1.0,0.5788336933045377,0.3023758099352006,0.2979265658747373,0.25403887688984783,0.0,0.07559395248380628,0.18142548596113017,0.15550755939525443,0.021598272138233874,1.190598642254679
AAPL,2023-12-22,0.7035294117646944,1.0,0.7692307692307514,0.48416289592759076,0.3122171945701296,0.19457013574660623,0.11764705882352336,0.04072398190046622,0.08597285067873059,0.0,0.5692062020295773
